c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-34F723B9,172,39,Ikoyi,Lagos,Faith Uche,2013-04-07,Verified
C-OF-O-E21E2961,59,19,Amawbia,Anambra,Joy Balogun,2021-02-08,Verified
C-OF-O-E250EFEA,131,5,Ikeja GRA,Lagos,Emmanuel Uche,2014-07-19,Verified
C-OF-O-63AE4866,187,10,Victoria Island,Lagos,Joshua Obasanjo,2024-05-19,Verified
C-OF-O-A1898A32,25,31,Onitsha GRA,Anambra,Comfort Ibrahim,2016-06-04,Verified
C-OF-O-D0AE70E0,175,6,Onitsha GRA,Anambra,Samuel Ekwueme,2018-09-20,Verified
C-OF-O-33B01651,179,24,Ikoyi,Lagos,Benjamin Nnamani,2021-01-20,Verified
C-OF-O-EF5E73E0,84,44,Uwani,Enugu,Elizabeth Olawale,2015-10-01,Verified
C-OF-O-0E050D18,94,39,Enugu-Ukwu,Anambra,Ruth Oyekan,2022-02-27,Verified
C-OF-O-3BCBEB0A,71,34,Amawbia,Anambra,Mark Adeyemi,2013-10-05,Verified
C-OF-O-EC706C74,139,36,Enugu-Ukwu,Anambra,Emmanuel Ogunleye,2013-02-15,Verified
C-OF-O-510AE9AE,155,15,Enugu-Ukwu,Anambra,Esther Okonkwo,2021-05-07,Verified
C-OF-O-3EA4BC41,17,21,New Haven,Enugu,Paul Nnamani,2020-04-30,Verified
C-OF-O-FA30D134,108,19,Uwani,Enugu,Elizabeth Chukwu,2012-03-25,Verified
C-OF-O-5A3A0459,11,6,Trans-Ekulu,Enugu,Victoria Adetokunbo,2016-01-30,Verified
C-OF-O-B009C975,4,11,Ikoyi,Lagos,Simon Adetokunbo,2020-07-24,Verified
C-OF-O-65354A4E,195,36,Surulere,Lagos,Benjamin Okonkwo,2014-03-03,Verified
C-OF-O-BF440A67,88,41,Victoria Island,Lagos,David Oshodi,2014-07-23,Verified
C-OF-O-9B9B5C61,58,14,Onitsha GRA,Anambra,Angela Obasanjo,2011-02-22,Verified
C-OF-O-6C01D4F1,126,43,Ikeja GRA,Lagos,Angela Ogunleye,2011-07-06,Verified
C-OF-O-D494427F,34,12,Trans-Ekulu,Enugu,John Ekwueme,2011-05-06,Verified
C-OF-O-03AE9609,129,38,Amawbia,Anambra,Deborah Oyekan,2011-02-20,Verified
C-OF-O-FA487F31,99,3,Amawbia,Anambra,Grace Okonkwo,2024-04-02,Verified
C-OF-O-08CC20AB,27,20,Enugu-Ukwu,Anambra,Angela Akinwale,2024-05-30,Verified
C-OF-O-6817FBC7,183,1,Ikoyi,Lagos,Gabriel Obasanjo,2011-09-02,Verified
C-OF-O-36D3A9CB,113,14,Surulere,Lagos,Gloria Abiola,2015-04-19,Verified
C-OF-O-62D400F8,88,11,Enugu-Ukwu,Anambra,Gloria Olawale,2023-06-04,Verified
C-OF-O-316D23B6,102,4,Amawbia,Anambra,Hope Ibrahim,2021-08-31,Verified
C-OF-O-5DDD8FD7,159,25,New Haven,Enugu,Gloria Ogunleye,2011-06-02,Verified
C-OF-O-01389788,187,2,Onitsha GRA,Anambra,Benjamin Oshodi,2023-07-10,Verified
C-OF-O-0046CC8E,36,3,New Haven,Enugu,Michael Obi,2015-09-19,Verified
C-OF-O-28F21E27,6,47,Uwani,Enugu,Agnes Ogunleye,2014-12-19,Verified
C-OF-O-42D6B527,4,10,Trans-Ekulu,Enugu,Benjamin Abiola,2011-01-09,Verified
C-OF-O-BCCA56C0,64,34,Victoria Island,Lagos,Michael Abiola,2016-04-02,Verified
C-OF-O-8C470CA6,194,50,GRA,Enugu,Nathaniel Oshodi,2020-08-19,Verified
C-OF-O-B58E9EA5,151,26,Nnewi,Anambra,Stephen Obasanjo,2012-09-28,Verified
C-OF-O-B7252C7B,117,20,Onitsha GRA,Anambra,Deborah Okonkwo,2019-04-09,Verified
C-OF-O-655200AF,192,4,Ikoyi,Lagos,Gloria Adeyemi,2014-08-11,Verified
C-OF-O-42268908,188,30,Nnewi,Anambra,Deborah Abiola,2015-06-17,Verified
C-OF-O-29DDC785,129,14,Ikoyi,Lagos,David Oyekan,2014-02-11,Verified
C-OF-O-FC41B723,108,25,Surulere,Lagos,Blessing Eze,2021-04-17,Verified
C-OF-O-6E3EF9B4,68,20,Onitsha GRA,Anambra,Agnes Oyekan,2015-11-06,Verified
C-OF-O-4F830153,153,37,GRA,Enugu,Grace Okafor,2017-01-12,Verified
C-OF-O-5A4DEBAF,112,2,New Haven,Enugu,James Eze,2011-01-15,Verified
C-OF-O-2E0A431B,57,15,Nnewi,Anambra,Deborah Adeyemi,2017-06-22,Verified
C-OF-O-1B9C33B2,72,3,Ikeja GRA,Lagos,Joshua Obi,2018-11-13,Verified
C-OF-O-FA1EB8EA,15,17,New Haven,Enugu,Daniel Uche,2017-06-10,Verified
C-OF-O-AA0FB865,146,28,Trans-Ekulu,Enugu,Blessing Ekwueme,2020-07-23,Verified
C-OF-O-819DA5F2,48,6,Onitsha GRA,Anambra,Hope Obi,2014-12-02,Verified
C-OF-O-18F02E59,168,25,Onitsha GRA,Anambra,Joy Adeyemi,2018-05-25,Verified
C-OF-O-09BB996C,64,7,New Haven,Enugu,Daniel Abiola,2015-04-03,Verified
C-OF-O-215925BE,3,18,Amawbia,Anambra,Simon Adeyemi,2013-12-28,Verified
C-OF-O-5D0F9E47,97,26,Victoria Island,Lagos,Paul Obasanjo,2020-01-27,Verified
C-OF-O-F461BCC9,46,39,Surulere,Lagos,Elizabeth Eze,2018-08-07,Verified
C-OF-O-44DD3E64,187,2,Enugu-Ukwu,Anambra,Peace Abiola,2022-08-13,Verified
C-OF-O-951DB793,163,24,GRA,Enugu,Faith Nnamani,2024-07-09,Verified
C-OF-O-9E2F8347,72,19,New Haven,Enugu,Agnes Oshodi,2022-02-26,Verified
C-OF-O-03DC13D0,186,1,GRA,Enugu,Cornelius Oshodi,2022-01-23,Verified
C-OF-O-E330EDF9,164,44,New Haven,Enugu,Juliet Adeyemi,2021-05-27,Verified
C-OF-O-210EAE88,161,9,GRA,Enugu,Faith Nnamani,2021-11-23,Revoked
C-OF-O-F6561C04,157,6,Enugu-Ukwu,Anambra,Samuel Akinwale,2013-10-26,Verified
C-OF-O-C13686A3,47,48,GRA,Enugu,Agnes Okafor,2011-05-17,Verified
C-OF-O-111A1402,102,33,Uwani,Enugu,Angela Balogun,2013-10-26,Verified
C-OF-O-8902DBB3,63,20,Ikeja GRA,Lagos,Elizabeth Eze,2023-04-17,Verified
C-OF-O-06B06D79,55,14,Amawbia,Anambra,Blessing Ekwueme,2014-12-23,Verified
C-OF-O-012365B6,108,49,Trans-Ekulu,Enugu,Mark Balogun,2013-08-29,Verified
C-OF-O-2D7A4C38,57,26,New Haven,Enugu,Patience Ekwueme,2019-11-02,Verified
C-OF-O-51D74AF0,126,24,Nnewi,Anambra,Blessing Ibrahim,2016-02-05,Verified
C-OF-O-ED2B0D76,44,48,Enugu-Ukwu,Anambra,Deborah Abiola,2021-01-22,Verified
C-OF-O-9504B164,141,1,Ikeja GRA,Lagos,Ruth Ekwueme,2011-01-06,Verified
C-OF-O-1A8D1F84,45,40,Trans-Ekulu,Enugu,Elizabeth Uche,2016-02-17,Verified
C-OF-O-B7D8E898,20,32,Ikeja GRA,Lagos,Peter Olawale,2020-06-21,Verified
C-OF-O-62C4A7C3,103,15,Surulere,Lagos,Hope Balogun,2011-10-10,Verified
C-OF-O-C8F53ED8,22,43,Onitsha GRA,Anambra,Benjamin Obasanjo,2012-10-21,Verified
C-OF-O-7C4ACCF1,110,49,Ikeja GRA,Lagos,Joshua Ibrahim,2015-02-06,Verified
C-OF-O-4B65983D,108,33,GRA,Enugu,Cornelius Ekwueme,2017-07-21,Verified
C-OF-O-8AC6BC82,170,33,Enugu-Ukwu,Anambra,Elizabeth Oyekan,2021-03-01,Verified
C-OF-O-15EBDDF4,61,46,Amawbia,Anambra,James Olawale,2023-08-19,Verified
C-OF-O-F19210AB,139,21,Onitsha GRA,Anambra,Michael Adeyemi,2016-05-07,Verified
C-OF-O-E577DE54,105,36,New Haven,Enugu,Emmanuel Oshodi,2012-08-09,Revoked
C-OF-O-153B71EB,131,27,Trans-Ekulu,Enugu,Joy Obasanjo,2021-06-11,Verified
C-OF-O-4887CA98,126,18,Ikeja GRA,Lagos,Andrew Ekwueme,2015-12-29,Verified
C-OF-O-3348CB69,129,15,Trans-Ekulu,Enugu,Elizabeth Okonkwo,2021-01-19,Verified
C-OF-O-6B66109F,106,30,GRA,Enugu,Faith Olawale,2021-01-12,Verified
C-OF-O-A38F6B44,161,43,Surulere,Lagos,Samuel Olawale,2019-01-24,Verified
C-OF-O-C1E66A07,60,36,Amawbia,Anambra,Comfort Chukwu,2017-09-09,Verified
C-OF-O-A2C81A38,8,7,GRA,Enugu,Benjamin Akinwale,2022-06-22,Verified
C-OF-O-BA2BD9BE,166,43,Onitsha GRA,Anambra,Sarah Ekwueme,2017-11-27,Verified
C-OF-O-246E2E60,37,43,Nnewi,Anambra,Patience Abiola,2013-08-20,Verified
C-OF-O-DC12769D,42,25,Trans-Ekulu,Enugu,Gloria Abiola,2017-03-18,Verified
C-OF-O-149242B6,147,16,Nnewi,Anambra,Deborah Okonkwo,2011-06-30,Verified
C-OF-O-E00B9CF5,171,36,Enugu-Ukwu,Anambra,John Akinwale,2018-07-10,Verified
C-OF-O-6F85B5B7,59,5,GRA,Enugu,Gloria Eze,2014-07-10,Verified
C-OF-O-BB26BA59,70,5,New Haven,Enugu,Stephen Oyekan,2015-06-26,Verified
C-OF-O-7A7DAE5E,149,13,Uwani,Enugu,James Adeyemi,2020-12-29,Verified
C-OF-O-BE882D87,22,38,Onitsha GRA,Anambra,Blessing Adetokunbo,2023-03-28,Verified
C-OF-O-E6C07518,121,7,GRA,Enugu,Charity Akinwale,2017-11-29,Verified
C-OF-O-E68D1FE5,128,32,Victoria Island,Lagos,James Olawale,2014-04-22,Verified
C-OF-O-5BE02FE1,99,25,New Haven,Enugu,John Uche,2013-08-27,Verified
C-OF-O-801C88B3,17,16,Ikeja GRA,Lagos,Victoria Ibrahim,2011-10-29,Verified
C-OF-O-02E1E56E,149,16,Ikeja GRA,Lagos,Nathaniel Oshodi,2011-03-17,Verified
C-OF-O-E14DED62,178,8,Nnewi,Anambra,Mark Eze,2011-11-22,Verified
C-OF-O-6D859A6A,2,31,GRA,Enugu,Joshua Ibrahim,2019-02-17,Verified
C-OF-O-D29CB44E,56,39,Ikeja GRA,Lagos,Victoria Okonkwo,2017-04-18,Verified
C-OF-O-8C7A0D00,117,12,Onitsha GRA,Anambra,Esther Ogunleye,2024-10-10,Verified
C-OF-O-ECB4A7A5,13,4,Enugu-Ukwu,Anambra,Joy Uche,2022-10-08,Verified
C-OF-O-0332BD3F,126,39,GRA,Enugu,John Ibrahim,2019-07-15,Verified
C-OF-O-4E76BD4D,67,5,Surulere,Lagos,Samuel Oyekan,2014-01-18,Verified
C-OF-O-B7C6FF0C,29,13,Amawbia,Anambra,Philip Okafor,2013-01-23,Verified
C-OF-O-228C9BEE,52,4,Onitsha GRA,Anambra,Joy Ogunleye,2022-07-24,Verified
C-OF-O-F00830A0,63,13,Uwani,Enugu,Simon Abiola,2023-01-19,Verified
C-OF-O-B578D001,102,10,Trans-Ekulu,Enugu,Cornelius Chukwu,2010-12-12,Verified
C-OF-O-6452D1AB,149,31,Trans-Ekulu,Enugu,Esther Okonkwo,2021-07-01,Verified
C-OF-O-4842B6F1,155,36,Ikeja GRA,Lagos,Agnes Adetokunbo,2024-05-29,Verified
C-OF-O-8DCB3C15,5,18,Surulere,Lagos,Ruth Adetokunbo,2017-06-25,Verified
C-OF-O-48E86307,195,24,Onitsha GRA,Anambra,Grace Akinwale,2012-03-31,Verified
C-OF-O-4CF7B28F,147,49,Enugu-Ukwu,Anambra,Peace Olawale,2014-01-13,Verified
C-OF-O-DC058B33,67,8,Uwani,Enugu,Blessing Oshodi,2024-08-17,Verified
C-OF-O-DC530A8D,196,12,Nnewi,Anambra,Philip Olawale,2019-05-21,Verified
C-OF-O-6237C5B4,135,31,Victoria Island,Lagos,Cornelius Abiola,2013-11-23,Verified
C-OF-O-C75D57A5,91,39,Amawbia,Anambra,Benjamin Oshodi,2013-09-05,Verified
C-OF-O-69EEA182,52,24,Surulere,Lagos,Daniel Ojo,2024-01-20,Verified
C-OF-O-BA5812F1,144,23,Onitsha GRA,Anambra,Juliet Akinwale,2020-11-02,Verified
C-OF-O-05138480,51,33,Amawbia,Anambra,Joy Akinwale,2020-05-03,Verified
C-OF-O-1F6CF3A2,47,28,Ikeja GRA,Lagos,Comfort Akinwale,2020-03-21,Verified
C-OF-O-076E502F,180,31,Victoria Island,Lagos,Peace Ekwueme,2012-07-11,Verified
C-OF-O-6C2BC4FE,133,39,Surulere,Lagos,Peace Oyekan,2021-08-24,Verified
C-OF-O-D7D6CFF3,182,21,Surulere,Lagos,Andrew Okafor,2011-03-31,Verified
C-OF-O-82162AC2,30,40,Enugu-Ukwu,Anambra,Deborah Adetokunbo,2016-03-23,Verified
C-OF-O-2B7DBA7E,41,33,Nnewi,Anambra,Comfort Ogunleye,2018-12-31,Verified
C-OF-O-44E3A000,88,2,Nnewi,Anambra,Joshua Okonkwo,2023-01-11,Verified
C-OF-O-D8579AF6,37,24,Trans-Ekulu,Enugu,Benjamin Oshodi,2015-09-11,Verified
C-OF-O-388FFC60,93,18,Victoria Island,Lagos,Paul Nnamani,2016-06-28,Verified
C-OF-O-884163B0,7,35,Surulere,Lagos,Faith Ibrahim,2016-11-06,Verified
C-OF-O-AFA0460A,174,7,Ikeja GRA,Lagos,Paul Obasanjo,2012-05-20,Verified
C-OF-O-561290CF,173,1,New Haven,Enugu,Benjamin Olawale,2011-03-11,Verified
C-OF-O-604B3473,36,10,Victoria Island,Lagos,Paul Ogunleye,2022-11-12,Verified
C-OF-O-19F8885A,148,31,Enugu-Ukwu,Anambra,Emmanuel Adetokunbo,2021-05-02,Verified
C-OF-O-97FB9884,97,43,Amawbia,Anambra,Joshua Obasanjo,2016-03-01,Verified
C-OF-O-D05D4A3D,46,44,Onitsha GRA,Anambra,Philip Olawale,2015-02-07,Verified
C-OF-O-A9AEDF53,95,21,Trans-Ekulu,Enugu,Gloria Okonkwo,2021-07-12,Verified
C-OF-O-ACAA8C5C,163,3,New Haven,Enugu,Ruth Obasanjo,2013-11-11,Verified
C-OF-O-BF6DAF85,184,11,Ikoyi,Lagos,Gloria Chukwu,2017-08-02,Verified
C-OF-O-25F02B51,4,41,Surulere,Lagos,Paul Ibrahim,2014-07-24,Verified
C-OF-O-2A820F4E,48,28,GRA,Enugu,Angela Ibrahim,2020-04-30,Verified
C-OF-O-D228FB8E,135,21,Surulere,Lagos,Peter Adetokunbo,2021-08-02,Verified
C-OF-O-7AE14E96,159,27,Victoria Island,Lagos,Gabriel Oyekan,2018-08-14,Verified
C-OF-O-E6F5F0C4,82,3,New Haven,Enugu,Patience Nnamani,2018-06-29,Verified
C-OF-O-FCF85039,115,48,New Haven,Enugu,Patience Abiola,2016-07-29,Verified
C-OF-O-C0A08100,32,15,Surulere,Lagos,Mary Akinwale,2014-09-18,Revoked
C-OF-O-62CCEFB9,48,21,Onitsha GRA,Anambra,Peace Oshodi,2021-12-21,Verified
C-OF-O-14BB9D52,93,1,Trans-Ekulu,Enugu,Andrew Okafor,2015-05-21,Verified
C-OF-O-5C62D4F6,184,27,Enugu-Ukwu,Anambra,Gloria Adeyemi,2023-01-10,Verified
C-OF-O-01CCB436,60,9,Trans-Ekulu,Enugu,Mark Uche,2013-10-06,Verified
C-OF-O-5DB0368A,31,23,Ikoyi,Lagos,Sarah Akinwale,2024-06-02,Verified
C-OF-O-3826DE45,162,33,Ikeja GRA,Lagos,Simon Adetokunbo,2019-03-31,Verified
C-OF-O-54CEE87A,104,49,Ikeja GRA,Lagos,Angela Oshodi,2013-01-12,Verified
C-OF-O-4CDE1AE6,109,8,Nnewi,Anambra,Emmanuel Uche,2024-04-29,Verified
C-OF-O-E8C8D0B4,131,21,Trans-Ekulu,Enugu,John Oyekan,2015-01-31,Verified
C-OF-O-962929AD,105,26,Ikoyi,Lagos,Blessing Nnamani,2012-11-06,Verified
C-OF-O-34B7817B,196,2,Ikoyi,Lagos,Comfort Ojo,2015-01-20,Verified
C-OF-O-51CA8FA2,109,1,Victoria Island,Lagos,Gloria Olawale,2016-11-21,Verified
C-OF-O-F7DB82BF,92,24,Nnewi,Anambra,Ruth Akinwale,2012-09-16,Verified
C-OF-O-A2D02310,55,33,Onitsha GRA,Anambra,Blessing Uche,2013-08-12,Verified
C-OF-O-3094E32C,36,9,Trans-Ekulu,Enugu,Daniel Nnamani,2013-12-14,Verified
C-OF-O-F967BDAF,159,27,Uwani,Enugu,Hope Oshodi,2016-12-12,Verified
C-OF-O-01D67F81,131,37,GRA,Enugu,Angela Nnamani,2013-07-23,Verified
C-OF-O-01EB428B,171,44,Surulere,Lagos,Faith Akinwale,2023-02-22,Verified
C-OF-O-704A1E4B,99,22,Nnewi,Anambra,Gabriel Ogunleye,2023-10-04,Verified
C-OF-O-6CF093C9,92,26,New Haven,Enugu,Angela Chukwu,2022-12-05,Verified
C-OF-O-F14943FA,18,32,Nnewi,Anambra,Stephen Olawale,2015-07-24,Verified
C-OF-O-D4097BAA,113,11,Surulere,Lagos,Juliet Ogunleye,2020-09-04,Verified
C-OF-O-BE5C7D40,46,15,Onitsha GRA,Anambra,Paul Akinwale,2013-12-07,Verified
C-OF-O-76F26083,23,41,New Haven,Enugu,Emmanuel Obi,2012-10-01,Verified
C-OF-O-C5784AAA,144,40,Ikeja GRA,Lagos,Angela Ibrahim,2017-11-13,Verified
C-OF-O-C0B3653B,120,4,Onitsha GRA,Anambra,Michael Adetokunbo,2019-02-25,Verified
C-OF-O-B0633B0A,149,44,Ikoyi,Lagos,Peace Ekwueme,2015-01-07,Verified
C-OF-O-3A336233,174,15,Enugu-Ukwu,Anambra,Comfort Ibrahim,2015-07-07,Verified
C-OF-O-798CFD7C,49,46,Ikeja GRA,Lagos,Gabriel Okonkwo,2020-12-07,Verified
C-OF-O-0BD55504,66,31,Ikoyi,Lagos,Peace Oshodi,2013-08-23,Verified
C-OF-O-F9FE6F78,154,8,Nnewi,Anambra,Charity Oyekan,2012-06-14,Verified
C-OF-O-94736E11,66,10,Victoria Island,Lagos,Joy Oshodi,2011-12-17,Verified
C-OF-O-59A4C06C,162,12,Ikoyi,Lagos,Simon Oyekan,2021-12-12,Verified
C-OF-O-6839B6AF,99,17,GRA,Enugu,Peter Okafor,2020-08-21,Verified
C-OF-O-06616E91,77,43,GRA,Enugu,Paul Chukwu,2019-10-18,Pledged as Collateral
C-OF-O-7E4B2213,143,28,Enugu-Ukwu,Anambra,Charity Ojo,2021-01-06,Verified
C-OF-O-C601D972,99,38,Trans-Ekulu,Enugu,Deborah Oshodi,2017-07-04,Verified
C-OF-O-8DB30CE3,7,50,Uwani,Enugu,Sarah Ibrahim,2016-12-30,Verified
C-OF-O-81983F5F,94,24,Onitsha GRA,Anambra,Blessing Ibrahim,2021-06-01,Verified
C-OF-O-1BE657FA,180,15,Ikeja GRA,Lagos,Peace Adeyemi,2022-09-11,Verified
C-OF-O-EA6BF2B9,102,25,Ikoyi,Lagos,Daniel Chukwu,2015-09-08,Verified
C-OF-O-C27EDAF7,3,41,Enugu-Ukwu,Anambra,Comfort Obasanjo,2023-04-17,Verified
C-OF-O-79DE1649,168,1,Ikeja GRA,Lagos,Benjamin Oyekan,2015-03-10,Verified
C-OF-O-9EDD2724,35,34,Trans-Ekulu,Enugu,Peace Adeyemi,2019-05-25,Verified
C-OF-O-9C7F49EA,176,37,Nnewi,Anambra,Gloria Obi,2011-04-18,Verified
C-OF-O-0D1D143C,118,5,Amawbia,Anambra,Cornelius Nnamani,2019-05-16,Verified
C-OF-O-D627597B,49,49,Amawbia,Anambra,Joseph Ekwueme,2021-12-02,Verified
C-OF-O-6EF4BAF9,72,25,Amawbia,Anambra,Joshua Adeyemi,2020-08-03,Verified
C-OF-O-00B318B5,182,1,GRA,Enugu,David Abiola,2015-04-05,Verified
C-OF-O-1AB3A033,176,35,Uwani,Enugu,Juliet Ogunleye,2012-07-29,Verified
C-OF-O-551888B9,188,20,New Haven,Enugu,Andrew Nnamani,2015-12-13,Verified
C-OF-O-78A44C38,179,25,Uwani,Enugu,Philip Abiola,2011-11-16,Verified
C-OF-O-8A4C2335,145,8,Uwani,Enugu,Philip Akinwale,2012-09-16,Verified
C-OF-O-B78EAAF1,70,45,Amawbia,Anambra,Michael Chukwu,2021-01-28,Verified
C-OF-O-8A4D112F,82,18,Onitsha GRA,Anambra,Simon Eze,2018-10-14,Verified
C-OF-O-CA474C89,118,40,GRA,Enugu,Faith Oyekan,2013-08-04,Verified
C-OF-O-31D3F624,39,44,Victoria Island,Lagos,Joseph Adetokunbo,2012-05-30,Revoked
C-OF-O-5D2D0F24,52,37,Surulere,Lagos,Gloria Adetokunbo,2021-06-05,Verified
C-OF-O-C160404F,54,27,GRA,Enugu,Charity Ekwueme,2023-12-08,Verified
C-OF-O-D3E4AF00,86,39,Trans-Ekulu,Enugu,Victoria Obasanjo,2016-09-04,Verified
C-OF-O-DB426E12,158,1,Uwani,Enugu,Angela Olawale,2022-02-14,Verified
C-OF-O-3019B1C1,4,15,Surulere,Lagos,Victoria Okafor,2022-04-16,Verified
C-OF-O-52D093BF,112,32,Amawbia,Anambra,Elizabeth Balogun,2024-04-27,Verified
C-OF-O-4985DFCB,23,15,Enugu-Ukwu,Anambra,Peter Obi,2018-10-19,Verified
C-OF-O-DA0B4F3B,57,17,Onitsha GRA,Anambra,Andrew Ekwueme,2023-11-18,Verified
C-OF-O-A8A8B422,150,16,Uwani,Enugu,Mary Okonkwo,2015-02-19,Verified
C-OF-O-A5917974,43,19,Amawbia,Anambra,Mary Eze,2024-06-08,Verified
C-OF-O-B582D0D9,143,46,Ikeja GRA,Lagos,Joseph Nnamani,2014-08-19,Verified
C-OF-O-2498EB77,146,35,Nnewi,Anambra,Peace Chukwu,2020-04-29,Verified
C-OF-O-B0483CD3,5,32,Surulere,Lagos,David Obasanjo,2017-08-05,Verified
C-OF-O-3EF5E3B7,55,38,Enugu-Ukwu,Anambra,Philip Uche,2011-10-10,Verified
C-OF-O-8F2BAD0A,112,39,Trans-Ekulu,Enugu,Sarah Adetokunbo,2016-11-01,Verified
C-OF-O-F95E93E1,9,27,Victoria Island,Lagos,Grace Nnamani,2013-09-19,Verified
C-OF-O-FC0B5727,179,16,GRA,Enugu,Gloria Eze,2020-08-25,Verified
C-OF-O-F07DFBA9,141,10,Victoria Island,Lagos,Esther Obi,2017-03-05,Verified
C-OF-O-678C9229,191,15,Trans-Ekulu,Enugu,Emmanuel Abiola,2020-05-01,Verified
C-OF-O-FC099149,63,4,Amawbia,Anambra,David Abiola,2023-07-15,Verified
C-OF-O-4BAFD911,109,7,Uwani,Enugu,Joshua Olawale,2014-05-12,Verified
C-OF-O-34AAAC54,56,12,Trans-Ekulu,Enugu,Angela Ojo,2013-07-21,Verified
C-OF-O-57302A21,41,40,Onitsha GRA,Anambra,Peter Balogun,2023-12-14,Verified
C-OF-O-770EFDA7,141,28,Ikoyi,Lagos,Samuel Obi,2023-01-28,Verified
C-OF-O-3C8DA5B6,157,22,Onitsha GRA,Anambra,Comfort Eze,2014-06-26,Verified
C-OF-O-B4B2714C,87,50,Enugu-Ukwu,Anambra,Joy Balogun,2019-04-28,Verified
C-OF-O-04FDEBF6,20,1,Surulere,Lagos,Peace Ibrahim,2023-04-24,Verified
C-OF-O-FD25322D,164,30,Trans-Ekulu,Enugu,Andrew Ojo,2016-04-04,Verified
C-OF-O-24FFA8DA,102,30,GRA,Enugu,Charity Ogunleye,2018-11-06,Verified
C-OF-O-823C1566,119,36,New Haven,Enugu,Ruth Obi,2022-11-10,Verified
C-OF-O-5CFFB849,197,17,GRA,Enugu,Philip Okafor,2022-04-03,Verified
C-OF-O-4D0F035D,49,11,Ikeja GRA,Lagos,Peace Balogun,2012-11-28,Revoked
C-OF-O-30FBF00C,93,7,Ikeja GRA,Lagos,John Ojo,2014-08-22,Verified
C-OF-O-63BB4B56,178,42,Ikeja GRA,Lagos,Juliet Obasanjo,2016-11-10,Verified
C-OF-O-8D9E84FB,191,7,Victoria Island,Lagos,Samuel Abiola,2020-07-12,Verified
C-OF-O-5973EE95,178,3,Surulere,Lagos,Joshua Okafor,2017-10-08,Verified
C-OF-O-AD7391D0,157,23,Nnewi,Anambra,John Ekwueme,2019-12-14,Verified
C-OF-O-F65CD71B,65,40,Ikoyi,Lagos,Mark Ekwueme,2011-07-09,Verified
C-OF-O-B9B970CE,158,4,Victoria Island,Lagos,Cornelius Balogun,2016-12-11,Verified
C-OF-O-D86C8CD2,157,6,Surulere,Lagos,Blessing Nnamani,2022-05-29,Verified
C-OF-O-965B1503,85,28,Nnewi,Anambra,Agnes Ojo,2021-09-04,Verified
C-OF-O-C290F450,104,42,Trans-Ekulu,Enugu,Michael Uche,2024-04-19,Verified
C-OF-O-0676C6E5,33,31,Uwani,Enugu,Samuel Adeyemi,2019-04-15,Verified
C-OF-O-6E05B28D,68,30,New Haven,Enugu,Simon Ibrahim,2023-03-10,Verified
C-OF-O-3C0482DC,167,15,Ikoyi,Lagos,Gloria Ibrahim,2016-02-05,Verified
C-OF-O-197E9DC2,60,22,Enugu-Ukwu,Anambra,Paul Ekwueme,2020-09-22,Verified
C-OF-O-EF2C066C,39,32,Ikeja GRA,Lagos,Mary Ogunleye,2020-10-09,Verified
C-OF-O-495582FE,92,41,Ikeja GRA,Lagos,Stephen Okonkwo,2011-06-11,Verified
C-OF-O-28D2CA72,122,12,Uwani,Enugu,Victoria Abiola,2015-03-03,Verified
C-OF-O-0052AE22,114,31,Trans-Ekulu,Enugu,Stephen Akinwale,2017-09-01,Verified
C-OF-O-64070EDA,191,42,Surulere,Lagos,Joy Ojo,2023-07-10,Verified
C-OF-O-119BB3F6,11,11,Amawbia,Anambra,Peter Eze,2017-02-19,Verified
C-OF-O-6029C318,6,39,Ikoyi,Lagos,Victoria Ibrahim,2017-11-25,Verified
C-OF-O-22EF8A85,60,3,Surulere,Lagos,Mary Okafor,2020-11-27,Verified
C-OF-O-B3A9DF84,111,22,Victoria Island,Lagos,Gabriel Adeyemi,2022-12-08,Verified
C-OF-O-36980432,146,30,Nnewi,Anambra,Blessing Okafor,2018-11-11,Verified
C-OF-O-FA011F6C,30,17,Ikoyi,Lagos,Peter Adeyemi,2012-02-26,Verified
C-OF-O-B332BDD0,135,25,Ikeja GRA,Lagos,Cornelius Ogunleye,2024-03-13,Verified
C-OF-O-5FD475A2,128,1,Enugu-Ukwu,Anambra,Peace Obi,2015-05-17,Verified
C-OF-O-85DA310B,186,23,Ikoyi,Lagos,David Obi,2023-12-24,Verified
C-OF-O-9E597BA6,39,31,Uwani,Enugu,Peace Okafor,2015-07-02,Verified
C-OF-O-E526C353,2,2,Ikoyi,Lagos,Juliet Adeyemi,2020-01-05,Verified
C-OF-O-2426C5E8,182,2,Onitsha GRA,Anambra,Michael Okafor,2021-04-21,Verified
C-OF-O-40020F97,172,11,Trans-Ekulu,Enugu,John Abiola,2020-05-07,Verified
C-OF-O-8628E060,41,16,Uwani,Enugu,Andrew Adetokunbo,2011-04-25,Verified
C-OF-O-34B2BFF4,170,49,New Haven,Enugu,Stephen Abiola,2012-09-18,Verified
C-OF-O-BEDB0613,172,10,Victoria Island,Lagos,Benjamin Obasanjo,2015-12-09,Verified
C-OF-O-F535E238,51,6,Enugu-Ukwu,Anambra,Charity Chukwu,2021-12-16,Verified
C-OF-O-56A18BE0,110,15,Trans-Ekulu,Enugu,Emmanuel Olawale,2012-05-23,Verified
